ClassId,Image,Category,CommonName,FamilyName,ScientificName,Height,Weight,Habitat,Lifespan,Description
131,Image/train/PHILADELPHIA VIREO/001.jpg,Bird,Philadelphia Vireo,Vireonidae,Vireo philadelphicus,13-15 cm (5.1-5.9 inches),10-15 grams,Wooded areas,4-6 years,"The Philadelphia Vireo is a small songbird known for its olive-green plumage and preference for forested habitats."
133,Image/train/PIED BILLED GREBE/001.jpg,Bird,Pied-billed Grebe,Podicipedidae,Podilymbus podiceps,30-38 cm (11.8-15 inches),300-600 grams,Freshwater lakes,5-10 years,"The Pied-billed Grebe is a small aquatic bird known for its distinctive bill and ability to dive. It is commonly found in freshwater habitats."
132,Image/train/PIED KINGFISHER/001.jpg,Bird,Pied Kingfisher,Cerylidae,Ceryle rudis,25-30 cm (9.8-11.8 inches),100-200 grams,Freshwater rivers,10-15 years,"The Pied Kingfisher is a medium-sized bird known for its striking black and white plumage. It is commonly found near freshwater habitats."
263,Image/train/PIG/001.jpg,Mammal,Pig,Suidae,Sus scrofa,90-150 cm (35-59 inches),50-350 kg,Farm fields,15-20 years,"Pigs are domesticated mammals known for their intelligence and adaptability. They are often kept for farming purposes."
264,Image/train/PIGEON/001.jpg,Bird,Pigeon,Columbidae,Columba,30-35 cm (11.8-13.8 inches),200-400 grams,Urban areas,3-5 years,"Pigeons are common birds known for their adaptability to urban environments. They are often found in cities and are known for their homing abilities."
134,Image/train/PIGEON GUILLEMOT/001.jpg,Bird,Pigeon Guillemot,Alcidae,Cepphus columba,30-35 cm (11.8-13.8 inches),250-400 grams,Coastal areas,10-20 years,"The Pigeon Guillemot is a medium-sized seabird known for its striking coloration and preference for rocky coastal habitats."
135,Image/train/PILEATED WOODPECKER/001.jpg,Bird,Pileated Woodpecker,Picidae,Dryocopus pileatus,40-50 cm (15.7-19.7 inches),250-400 grams,Forests,10-15 years,"The Pileated Woodpecker is a large woodpecker known for its striking red crest and loud calls. It is often found in mature forests."
136,Image/train/PINE GROSBEAK/001.jpg,Bird,Pine Grosbeak,Fringillidae,Pinicola enucleator,20-25 cm (7.9-9.8 inches),30-40 grams,Coniferous forests,5-10 years,"The Pine Grosbeak is a medium-sized bird known for its colorful plumage and preference for coniferous forests."
137,Image/train/PINE WARBLER/001.jpg,Bird,Pine Warbler,Parulidae,Setophaga pinus,12-14 cm (4.7-5.5 inches),10-15 grams,Coniferous forests,4-6 years,"The Pine Warbler is a small songbird known for its sweet song and preference for pine forests."
138,Image/train/POMARINE JAEGER/001.jpg,Bird,Pomarine Jaeger,Stercorariidae,Stercorarius pomarinus,45-55 cm (17.7-21.7 inches),500-1000 grams,Oceans,10-20 years,"The Pomarine Jaeger is a large seabird known for its aggressive behavior and preference for coastal habitats."
265,Image/train/PORCUPINE/001.jpg,Mammal,Porcupine,Erethizontidae,Erethizon dorsatum,60-90 cm (23.6-35.4 inches),5-30 kg,Forests,5-10 years,"Porcupines are rodents known for their distinctive quills and herbivorous diet. They are often found in wooded habitats."
266,Image/train/POSSUM/001.jpg,Mammal,Possum,Phalangeridae,Phalanger,30-60 cm (11.8-23.6 inches),1-5 kg,Tropical forests,2-4 years,"Possums are marsupials known for their adaptability and ability to play dead when threatened. They are often found in urban and forested areas."
146,Image/train/RED FACED CORMORANT/001.jpg,Bird,Red-faced Cormorant,Phalacrocoracidae,Phalacrocorax urile,60-75 cm (23.6-29.5 inches),2-3 kg,Coastal areas,10-15 years,"The Red-faced Cormorant is a large bird known for its striking red facial skin during the breeding season. It is commonly found in rocky coastal areas."
147,Image/train/RED HEADED WOODPECKER/001.jpg,Bird,Red-headed Woodpecker,Picidae,Melanerpes erythrocephalus,20-23 cm (7.9-9.1 inches),70-100 grams,Open woodlands,5-10 years,"The Red-headed Woodpecker is a medium-sized bird known for its striking red head and black and white plumage. It is commonly found in deciduous forests and open woodlands."
148,Image/train/RED LEGGED KITTIWAKE/001.jpg,Bird,Red-legged Kittiwake,Rynchopidae,Rissa brevirostris,40-50 cm (15.7-19.7 inches),400-700 grams,Coastal areas,10-15 years,"The Red-legged Kittiwake is a medium-sized gull known for its distinctive red legs and bill. It is often found in coastal regions and is known for its agile flying."
149,Image/train/RED WINGED BLACKBIRD/001.jpg,Bird,Red-winged Blackbird,Icteridae,Agelaius phoeniceus,20-23 cm (7.9-9.1 inches),50-70 grams,Wetlands and marshes,2-4 years,"The Red-winged Blackbird is a small to medium-sized bird known for its distinctive red and yellow shoulder patches. It is commonly found in wetlands and marshy areas."
269,Image/train/REINDEER/001.jpg,Mammal,Reindeer,Cervidae,Rangifer tarandus,100-200 cm (39.4-78.7 inches),50-250 kg,Tundra and boreal forests,15-20 years,"Reindeer are large mammals known for their distinctive antlers and adaptations to cold environments. They are often found in Arctic and subarctic regions."
270,Image/train/RHINOCEROS/001.jpg,Mammal,Rhinoceros,Rhinocerotidae,Rhinoceros,150-400 cm (59-157 inches),800-2200 kg,Savannas and grasslands,35-50 years,"Rhinoceroses are large, thick-skinned mammals known for their horned snouts. They are primarily found in savannas and grasslands and are often endangered due to poaching."
150,Image/train/RHINOCEROS AUKLET/001.jpg,Bird,Rhinoceros Auklet,Alcidae, Cerorhinca monocerata,35-40 cm (13.8-15.7 inches),500-1000 grams,Coastal areas,10-15 years,"The Rhinoceros Auklet is a medium-sized seabird known for its unique horn-like bill during the breeding season. It is often found in coastal waters."
151,Image/train/RING BILLED GULL/001.jpg,Bird,Ring-billed Gull,Laridae,Larus delawarensis,40-50 cm (15.7-19.7 inches),400-1000 grams,Coastal and inland areas,10-15 years,"The Ring-billed Gull is a medium-sized gull known for its distinctive black ring around its bill. It is commonly found near water bodies and urban areas."
152,Image/train/RINGED KINGFISHER/001.jpg,Bird,Ringed Kingfisher,Alcedinidae,Ceryle torquata,28-32 cm (11-12.6 inches),100-150 grams,Rivers and lakes,5-10 years,"The Ringed Kingfisher is a large kingfisher known for its striking blue plumage and distinctive white collar. It is often found near freshwater bodies."
153,Image/train/ROCK WREN/001.jpg,Bird,Rock Wren,Troglodytidae,Salpinctes obsoletus,12-14 cm (4.7-5.5 inches),15-25 grams,Rugged rocky areas,3-5 years,"The Rock Wren is a small bird known for its cryptic plumage and lively behavior. It is commonly found in rocky habitats."
225,Image/train/ROSE BREASTED GROSBEAK/001.jpg,Bird,Rose-breasted Grosbeak,Cardinalidae,Pheucticus ludovicianus,20-25 cm (7.9-9.8 inches),50-70 grams,Deciduous forests,5-10 years,"The Rose-breasted Grosbeak is a medium-sized bird known for its striking black and white plumage with a distinctive rose-colored breast. It is commonly found in wooded areas."
226,Image/train/RUBY THROATED HUMMINGBIRD/001.jpg,Bird,Ruby-throated Hummingbird,Trochilidae,Archilochus colubris,7.5-9 cm (3-3.5 inches),3-4 grams,Woodlands and gardens,3-5 years,"The Ruby-throated Hummingbird is a small bird known for its iridescent plumage and rapid wing beats. It is commonly found in gardens and forests across North America."
227,Image/train/RUFOUS HUMMINGBIRD/001.jpg,Bird,Rufous Hummingbird,Trochilidae,Selasphorus rufus,7.5-9 cm (3-3.5 inches),3-4 grams,Open areas and gardens,3-5 years,"The Rufous Hummingbird is a small bird known for its bright orange and green plumage. It is commonly found in gardens and wildflower areas."
228,Image/train/RUSTY BLACKBIRD/001.jpg,Bird,Rusty Blackbird,Icteridae,Euphagus carolinus,20-24 cm (7.9-9.4 inches),50-80 grams,Wetlands and forests,2-4 years,"The Rusty Blackbird is a medium-sized bird known for its rusty-colored plumage and preference for wetlands. It is often seen foraging for insects and seeds."
229,Image/train/SAGE THRASHER/001.jpg,Bird,Sage Thrasher,Turdidae,Oreoic thrush,20-25 cm (7.9-9.8 inches),30-50 grams,Sagebrush habitats,5-10 years,"The Sage Thrasher is a medium-sized bird known for its melodic song and preference for sagebrush habitats. It is commonly found in arid regions."
271,Image/train/SANDPIPER/001.jpg,Bird,Sandpiper,Scolopacidae,Scolopacidae,15-30 cm (5.9-11.8 inches),30-150 grams,Shorelines and wetlands,3-6 years,"Sandpipers are small to medium-sized wading birds known for their long legs and bills. They are commonly found along shorelines and in wetlands."
231,Image/train/SAVANNAH SPARROW/001.jpg,Bird,Savannah Sparrow,Emberizidae,Passerculus sandwichensis,14-16 cm (5.5-6.3 inches),15-25 grams,Grasslands and fields,3-5 years,"The Savannah Sparrow is a small songbird known for its distinctive striped head and sweet song. It is commonly found in open grasslands and fields."
232,Image/train/SAYORNIS/001.jpg,Bird,Sayornis,Flycatcher,Tyrannidae,15-20 cm (5.9-7.9 inches),15-25 grams,Open areas,4-6 years,"Sayornis is a genus of flycatchers known for their small size and active foraging behavior. They are commonly found in open habitats."
233,Image/train/SCARLET TANAGER/001.jpg,Bird,Scarlet Tanager,Cardinalidae,Piranga olivacea,18-20 cm (7.1-7.9 inches),20-30 grams,Tropical and subtropical forests,4-10 years,"The Scarlet Tanager is a small songbird known for its vibrant red plumage and black wings. It is commonly found in forests during the breeding season."
234,Image/train/SCISSOR TAILED FLYCATCHER/001.jpg,Bird,Scissor-tailed Flycatcher,Tyrannidae,Tyrannus forficatus,30-35 cm (11.8-13.8 inches),30-40 grams,Open fields and pastures,5-10 years,"The Scissor-tailed Flycatcher is a striking bird known for its long, forked tail and graceful flight. It is often seen perched on fences or wires in open habitats."
235,Image/train/SCOTT ORIOLE/001.jpg,Bird,Scott Oriole,Icteridae,Icterus parisorum,20-23 cm (7.9-9.1 inches),50-70 grams,Open woodlands,5-10 years,"The Scott Oriole is a colorful bird known for its bright yellow plumage and black wings. It is typically found in desert habitats and riparian areas."
272,Image/train/SEAHORSE/001.jpg,Fish,Seahorse,Syngnathidae,Hippocampus,10-30 cm (3.9-11.8 inches),0.5-2 kg,Coral reefs and seagrass beds,1-5 years,"Seahorses are small marine fish known for their unique horse-like appearance and prehensile tails. They are often found in shallow coastal waters."
273,Image/train/SEAL/001.jpg,Mammal,Seal,Phocidae,Phoca,1-3 m (3.3-9.8 feet),50-300 kg,Coastal areas and oceans,25-30 years,"Seals are marine mammals known for their streamlined bodies and playful behavior. They are commonly found on rocky shores and in ocean waters."
238,Image/train/SEASIDE SPARROW/001.jpg,Bird,Seaside Sparrow,Emberizidae,Ammospiza maritima,14-16 cm (5.5-6.3 inches),15-25 grams,Coastal marshes,3-5 years,"The Seaside Sparrow is a small songbird known for its preference for salt marshes and distinctive call. It is commonly found along the Atlantic Coast."
274,Image/train/SHARK/001.jpg,Fish,Shark,Lamniformes,1-6 m (3.3-19.7 feet),50-1,200 kg,Oceans,20-30 years,"Sharks are a diverse group of cartilaginous fish known for their keen senses and predatory behavior. They inhabit a variety of marine environments."
275,Image/train/SHEEP/001.jpg,Mammal,Sheep,Bovidae,Ovis aries,90-110 cm (35.4-43.3 inches),45-90 kg,Grasslands and pastures,10-12 years,"Sheep are domesticated ruminants known for their woolly coats and flocking behavior. They are commonly raised for meat, milk, and wool."
241,Image/train/SHINY COWBIRD/001.jpg,Bird,Shiny Cowbird,Icteridae, Molothrus bonariensis,20-23 cm (7.9-9.1 inches),50-70 grams,Tropical and subtropical areas,5-10 years,"The Shiny Cowbird is a medium-sized bird known for its glossy plumage and brood parasitic behavior. It is often found in open habitats and urban areas."
242,Image/train/SLATY BACKED GULL/001.jpg,Bird,Slaty-backed Gull,Laridae,Larus schistisagus,50-60 cm (19.7-23.6 inches),1-2 kg,Coastal areas,10-15 years,"The Slaty-backed Gull is a large gull known for its dark gray back and distinctive plumage. It is commonly found in coastal regions of the northern Pacific."
276,Image/train/SNAKE/001.jpg,Reptile,Snake,Colubridae,Serpentes,30-300 cm (11.8-118.1 inches),0.1-30 kg,Various habitats,5-20 years,"Snakes are elongated reptiles known for their lack of limbs and ability to slither. They inhabit a variety of environments and have diverse diets."
244,Image/train/SONG SPARROW/001.jpg,Bird,Song Sparrow,Emberizidae,Melospiza melodia,12-15 cm (4.7-5.9 inches),20-30 grams,Wetlands and gardens,3-6 years,"The Song Sparrow is a small songbird known for its melodious song and streaked plumage. It is commonly found in a variety of habitats across North America."
245,Image/train/SOOTY ALBATROSS/001.jpg,Bird,Sooty Albatross,Diomedeidae,Phoebetria fusca,75-85 cm (29.5-33.5 inches),2-3 kg,Oceanic regions,30-40 years,"The Sooty Albatross is a large seabird known for its dark plumage and impressive wingspan. It is commonly found in the Southern Ocean and breeds on subantarctic islands."
277,Image/train/SPARROW/001.jpg,Bird,Sparrow,Passeridae,Passer,10-20 cm (3.9-7.9 inches),10-30 grams,Urban areas and fields,3-5 years,"Sparrows are small passerine birds known for their social behavior and adaptability to human environments. They are commonly found in cities and rural areas."
247,Image/train/SPOTTED CATBIRD/001.jpg,Bird,Spotted Catbird,Timaliidae,Cataponera,20-23 cm (7.9-9.1 inches),30-50 grams,Tropical forests,5-10 years,"The Spotted Catbird is a medium-sized bird known for its distinctive spotted plumage and melodious call. It is typically found in dense forest habitats."
278,Image/train/SQUID/001.jpg,Mollusk,Squid,Cephalopoda,15-50 cm (5.9-19.7 inches),1-30 kg,Oceans and seas,1-5 years,"Squids are cephalopods known for their elongated bodies and ability to change color. They inhabit a variety of marine environments and are known for their agility."
279,Image/train/SQUIRREL/001.jpg,Mammal,Squirrel,Sciuridae,Sciurus,15-60 cm (5.9-23.6 inches),200-800 grams,Forests and urban areas,6-12 years,"Squirrels are small to medium-sized rodents known for their bushy tails and acrobatic behavior. They are commonly found in trees and urban parks."
280,Image/train/STARFISH/001.jpg,Echinoderm,Starfish,Asteridae,20-100 cm (7.9-39.4 inches),1-10 kg,Coastal areas,5-20 years,"Starfish are marine echinoderms known for their star-shaped bodies and ability to regenerate limbs. They inhabit a variety of marine environments."
251,Image/train/SUMMER TANAGER/001.jpg,Bird,Summer Tanager,Cardinalidae,Piranga rubra,15-18 cm (5.9-7.1 inches),20-30 grams,Tropical and subtropical forests,4-10 years,"The Summer Tanager is a small songbird known for its vibrant yellow and red plumage. It is commonly found in deciduous forests during the summer months."
252,Image/train/SWAINSON WARBLER/001.jpg,Bird,Swainson's Warbler,Parulidae,Limnothlypis swainsonii,13-15 cm (5.1-5.9 inches),10-15 grams,Swamps and thickets,3-6 years,"Swainson's Warbler is a secretive songbird known for its cryptic plumage and preference for dense habitats. It is commonly found in the southeastern United States."
281,Image/train/SWAN/001.jpg,Bird,Swan,Anatidae,Cygnus,120-180 cm (47.2-70.9 inches),6-15 kg,Lakes and rivers,10-20 years,"Swans are large waterfowl known for their long necks and graceful movements. They are commonly found in freshwater habitats across the world."
254,Image/train/TENNESSEE WARBLER/001.jpg,Bird,Tennessee Warbler,Parulidae,Oporornis agilis,11-14 cm (4.3-5.5 inches),10-15 grams,Deciduous forests,3-6 years,"The Tennessee Warbler is a small songbird known for its olive-green plumage and sweet song. It is commonly found in the forests of North America."
282,Image/train/TIGER/001.jpg,Mammal,Tiger,Felidae,Panthera tigris,220-300 cm (86.6-118.1 inches),90-300 kg,Tropical forests and grasslands,10-15 years,"Tigers are large carnivorous mammals known for their distinctive orange coat with black stripes. They are apex predators and primarily found in Asia."
256,Image/train/TREE SPARROW/001.jpg,Bird,Tree Sparrow,Passeridae,Passer montanus,12-14 cm (4.7-5.5 inches),20-30 grams,Open fields and gardens,3-5 years,"The Tree Sparrow is a small bird known for its brown plumage and distinctive black cheek spot. It is commonly found in urban areas and farmlands."
257,Image/train/TREE SWALLOW/001.jpg,Bird,Tree Swallow,Irididae,Tachycineta bicolor,12-14 cm (4.7-5.5 inches),15-25 grams,Wetlands and open areas,3-5 years,"The Tree Swallow is a small bird known for its iridescent plumage and agile flight. It is often found near water bodies and in open fields."
258,Image/train/TROPICAL KINGBIRD/001.jpg,Bird,Tropical Kingbird,Tyrannidae,Tyrannus melancholicus,20-25 cm (7.9-9.8 inches),30-40 grams,Tropical areas,5-10 years,"The Tropical Kingbird is a medium-sized bird known for its loud call and striking yellow underparts. It is commonly found in open habitats throughout Central and South America."
283,Image/train/TURKEY/001.jpg,Bird,Turkey,Phasianidae,Meleagris gallopavo,85-125 cm (33.5-49.2 inches),5-11 kg,Forests and grasslands,3-5 years,"Turkeys are large birds known for their distinctive fan-shaped tails and gobbling calls. They are commonly found in forests and grasslands in North America."
284,Image/train/TURTLE/001.jpg,Reptile,Turtle,Testudines,15-180 cm (5.9-70.9 inches),1-800 kg,Freshwater and marine environments,20-100 years,"Turtles are reptiles known for their bony shells and slow movements. They inhabit a variety of environments, including oceans, rivers, and land."
261,Image/train/VERMILION FLYCATCHER/001.jpg,Bird,Vermilion Flycatcher,Tyrannidae,Pyrocephalus rubinus,12-14 cm (4.7-5.5 inches),10-12 grams,Open woodlands and fields,3-5 years,"The Vermilion Flycatcher is a small bird known for its bright red plumage and black wings. It is commonly found in open habitats across the Americas."
262,Image/train/VESPER SPARROW/001.jpg,Bird,Vesper Sparrow,Emberizidae,Pooecetes gramineus,15-18 cm (5.9-7.1 inches),20-30 grams,Grasslands and fields,3-6 years,"The Vesper Sparrow is a medium-sized bird known for its brown streaked plumage and sweet song. It is commonly found in open areas throughout North America."
263,Image/train/WARBLING VIREO/001.jpg,Bird,Warbling Vireo,Vireonidae,Vireo gilvus,14-16 cm (5.5-6.3 inches),12-20 grams,Deciduous forests,3-6 years,"The Warbling Vireo is a small songbird known for its soft, warbling song and olive-green plumage. It is commonly found in wooded areas across North America."
264,Image/train/WESTERN GREBE/001.jpg,Bird,Western Grebe,Podicipedidae,Aechmophorus occidentalis,60-75 cm (23.6-29.5 inches),1-2 kg,Lakes and marshes,10-15 years,"The Western Grebe is a large aquatic bird known for its elegant swimming and distinctive courtship displays. It is commonly found in freshwater lakes."
265,Image/train/WESTERN GULL/001.jpg,Bird,Western Gull,Laridae,Larus occidentalis,60-70 cm (23.6-27.6 inches),1-2 kg,Coastal areas,10-15 years,"The Western Gull is a large gull known for its robust body and loud calls. It is commonly found along the Pacific Coast."
266,Image/train/WESTERN MEADOWLARK/001.jpg,Bird,Western Meadowlark,Icteridae,Sturnella neglecta,20-25 cm (7.9-9.8 inches),60-100 grams,Grasslands and fields,5-11 years,"The Western Meadowlark is a medium-sized bird known for its melodious song and yellow underparts. It is commonly found in open grasslands across North America."
267,Image/train/WESTERN WOOD PEWEE/001.jpg,Bird,Western Wood-Pewee,Tyrannidae,Contopus sordidulus,15-16 cm (5.9-6.3 inches),9-12 grams,Forests and woodlands,4-6 years,"The Western Wood-Pewee is a small flycatcher known for its subtle coloration and distinctive call. It is often found in wooded areas of the western United States."
285,Image/train/WHALE/001.jpg,Mammal,Whale,Delphinidae,Balaenoptera,6-30 m (19.7-98.4 feet),1000-200000 kg,Oceans,50-90 years,"Whales are large marine mammals known for their size and intelligence. They inhabit all the world's oceans and are known for their complex social structures."
269,Image/train/WHIP POOR WILL/001.jpg,Bird,Whip-poor-will,Caprimulgidae,Antrostomus vociferus,22-26 cm (8.7-10.2 inches),50-70 grams,Open woodlands and fields,3-5 years,"The Whip-poor-will is a nocturnal bird known for its distinctive call that sounds like its name. It is commonly found in forests and shrublands."
270,Image/train/WHITE BREASTED KINGFISHER/001.jpg,Bird,White-breasted Kingfisher,Alcedinidae,Halycon smyrnensis,25-30 cm (9.8-11.8 inches),100-150 grams,Woodlands and wetlands,5-10 years,"The White-breasted Kingfisher is a colorful bird known for its striking blue wings and chestnut-colored body. It is commonly found near water bodies."
271,Image/train/WHITE BREASTED NUTHATCH/001.jpg,Bird,White-breasted Nuthatch,Sittidae,Sitta carolinensis,14-15 cm (5.5-5.9 inches),20-30 grams,Deciduous forests,3-5 years,"The White-breasted Nuthatch is a small bird known for its ability to climb down trees headfirst. It is commonly found in wooded areas across North America."
272,Image/train/WHITE CROWNED SPARROW/001.jpg,Bird,White-crowned Sparrow,Emberizidae,Zonotrichia leucophrys,15-20 cm (5.9-7.9 inches),20-30 grams,Open woodlands and shrubby areas,3-6 years,"The White-crowned Sparrow is a medium-sized bird known for its distinctive black-and-white striped crown. It is commonly found in North America."
273,Image/train/WHITE EYED VIREO/001.jpg,Bird,White-eyed Vireo,Vireonidae,Vireo griseus,12-14 cm (4.7-5.5 inches),10-20 grams,Brushy areas and woodlands,3-6 years,"The White-eyed Vireo is a small songbird known for its bright yellow underparts and white eye rings. It is commonly found in the eastern United States."
274,Image/train/WHITE NECKED RAVEN/001.jpg,Bird,White-necked Raven,Corvidae,Corvus cryptoleucus,60-70 cm (23.6-27.6 inches),800-1200 grams,Open areas and mountains,10-15 years,"The White-necked Raven is a large bird known for its distinctive white neck and robust body. It is commonly found in mountainous regions."
275,Image/train/WHITE PELICAN/001.jpg,Bird,White Pelican,Pelecanidae,Pelecanus erythrorhynchos,150-180 cm (59.1-70.9 inches),4-13 kg,Lakes and marshes,15-25 years,"The White Pelican is a large aquatic bird known for its distinctive long bill and large wingspan. It is commonly found in freshwater habitats."
276,Image/train/WHITE THROATED SPARROW/001.jpg,Bird,White-throated Sparrow,Emberizidae,Zonotrichia albicollis,15-20 cm (5.9-7.9 inches),20-30 grams,Wooded areas and gardens,3-6 years,"The White-throated Sparrow is a medium-sized bird known for its striking white throat and black stripes on its head. It is commonly found in North America."
277,Image/train/WILSON WARBLER/001.jpg,Bird,Wilson's Warbler,Parulidae,Cardellina pusilla,11-13 cm (4.3-5.1 inches),10-15 grams,Tropical and subtropical forests,3-6 years,"Wilson's Warbler is a small songbird known for its bright yellow plumage and distinctive black cap. It is commonly found in riparian habitats."
278,Image/train/WINTER WREN/001.jpg,Bird,Winter Wren,Troglodytidae,Troglodytes hiemalis,10-11 cm (3.9-4.3 inches),10-12 grams,Forests and thickets,3-5 years,"The Winter Wren is a small bird known for its loud song and secretive behavior. It is commonly found in dense underbrush and wooded areas."
286,Image/train/WOLF/001.jpg,Mammal,Wolf,Canidae,Canis lupus,60-90 cm (23.6-35.4 inches),25-45 kg,Tundra and forests,6-8 years,"Wolves are social carnivorous mammals known for their pack behavior and complex social structures. They inhabit various ecosystems worldwide."
287,Image/train/WOMBAT/001.jpg,Mammal,Wombat,Phascolarctidae,Vombatus,80-115 cm (31.5-45.3 inches),25-40 kg,Woodlands and grasslands,5-15 years,"Wombats are burrowing marsupials known for their stocky bodies and strong legs. They are primarily found in Australia and feed on grasses and roots."
288,Image/train/WOODPECKER/001.jpg,Bird,Woodpecker,Picidae,Picus,15-50 cm (5.9-19.7 inches),30-300 grams,Forests and woodlands,4-15 years,"Woodpeckers are known for their strong beaks and drumming behavior on trees. They inhabit various forested areas around the world."
282,Image/train/WORM EATING WARBLER/001.jpg,Bird,Worm-eating Warbler,Parulidae,Helmitheros vermivorum,11-12 cm (4.3-4.7 inches),10-12 grams,Deciduous forests,3-6 years,"The Worm-eating Warbler is a small songbird known for its brown streaked plumage and preference for dense undergrowth. It is commonly found in the eastern United States."
283,Image/train/YELLOW BELLIED FLYCATCHER/001.jpg,Bird,Yellow-bellied Flycatcher,Tyrannidae,Empidonax flaviventris,12-13 cm (4.7-5.1 inches),10-15 grams,Forests and wetlands,3-6 years,"The Yellow-bellied Flycatcher is a small bird known for its yellow underparts and olive-green back. It is commonly found in moist wooded areas."
284,Image/train/YELLOW BILLED CUCKOO/001.jpg,Bird,Yellow-billed Cuckoo,Cuculidae,Coccyzus americanus,30-33 cm (11.8-13 inches),70-130 grams,Woodlands and shrubby areas,4-6 years,"The Yellow-billed Cuckoo is a medium-sized bird known for its distinctive yellow bill and long tail. It is commonly found in deciduous forests and shrubby habitats."
285,Image/train/YELLOW BREASTED CHAT/001.jpg,Bird,Yellow-breasted Chat,Icteriidae,Icteria virens,16-18 cm (6.3-7.1 inches),20-30 grams,Thickets and scrublands,3-5 years,"The Yellow-breasted Chat is a small songbird known for its bright yellow plumage and distinctive song. It is commonly found in brushy habitats."
286,Image/train/YELLOW HEADED BLACKBIRD/001.jpg,Bird,Yellow-headed Blackbird,Icteridae,Xanthocephalus xanthocephalus,20-25 cm (7.9-9.8 inches),50-70 grams,Wetlands and marshes,3-5 years,"The Yellow-headed Blackbird is a medium-sized bird known for its striking yellow head and black body. It is commonly found in wetland areas."
287,Image/train/YELLOW THROATED VIREO/001.jpg,Bird,Yellow-throated Vireo,Vireonidae,Vireo flavifrons,14-16 cm (5.5-6.3 inches),10-20 grams,Deciduous forests,3-6 years,"The Yellow-throated Vireo is a small songbird known for its bright yellow throat and olive-green back. It is commonly found in wooded areas."
288,Image/train/YELLOW WARBLER/001.jpg,Bird,Yellow Warbler,Parulidae,Setophaga petechia,12-14 cm (4.7-5.5 inches),10-15 grams,Wetlands and shrublands,3-5 years,"The Yellow Warbler is a small songbird known for its bright yellow plumage and sweet song. It is commonly found in wet, shrubby habitats."
289,Image/train/ZEBRA/001.jpg,Mammal,Zebra,Equidae,Equus zebra,1.2-2.6 m (3.9-8.5 feet),200-450 kg,Grasslands and savannas,20-30 years,"Zebras are equine mammals known for their distinctive black-and-white striped coats. They are native to Africa and are often found in herds."
